file,label,normalized_digits,template,label_pattern,bbox_left,bbox_top,bbox_width,bbox_height,canvas_width,canvas_height,font,font_source,split
train/000039.png,85:734,85734,horizontal_dimension,coordinate,155,129,78,15,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000040.png,8/2,82,table_callout,sheet,182,18,51,24,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000041.png,"91,700",91700,leader_note,mass,135,50,84,19,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000042.png,682:223,682223,horizontal_dimension,coordinate,173,129,98,14,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000043.png,128:466,128466,horizontal_dimension,coordinate,174,94,70,16,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000044.png,272.41,27241,title_block,two_decimal,192,152,76,18,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000045.png,62-2438,622438,leader_note,drawing_no,207,107,79,16,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000046.png,"33,420",33420,title_block,mass,176,148,66,15,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000047.png,963.3,9633,title_block,one_decimal,169,132,42,13,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000048.png,"90,971",90971,leader_note,mass,218,54,66,20,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000049.png,594,594,title_block,plain_mm,192,131,36,13,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000050.png,267.83,26783,leader_note,two_decimal,163,85,66,12,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000051.png,275.0,2750,leader_note,one_decimal,229,59,60,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000052.png,"14,878",14878,table_callout,mass,121,33,78,17,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000053.png,"79,089",79089,horizontal_dimension,mass,181,73,84,26,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000054.png,84-8350,848350,horizontal_dimension,drawing_no,159,130,70,12,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000055.png,2025/07/22,20250722,horizontal_dimension,date,107,86,140,20,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000056.png,5/12,512,horizontal_dimension,sheet,184,92,32,17,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000057.png,2024/04/24,20240424,leader_note,date,107,112,108,16,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000058.png,696:322,696322,leader_note,coordinate,225,65,85,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000059.png,"54,247",54247,title_block,mass,200,130,78,17,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000060.png,263.23,26323,title_block,two_decimal,203,145,84,14,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000061.png,53.21-08,532108,horizontal_dimension,tolerance_range,148,116,128,16,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000062.png,37.66,3766,horizontal_dimension,two_decimal,197,88,71,21,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000063.png,353:87,35387,horizontal_dimension,coordinate,148,84,61,15,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000064.png,1:1,11,leader_note,scale,146,69,27,21,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000065.png,"4,855",4855,title_block,mass,155,140,62,21,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000066.png,89.9,899,leader_note,one_decimal,186,5,59,22,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000067.png,2029/12/07,20291207,leader_note,date,194,104,130,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000068.png,7/7,77,table_callout,sheet,172,23,42,20,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000069.png,88.85-06,888506,title_block,tolerance_range,176,129,80,11,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000070.png,19.25-07,192507,title_block,tolerance_range,165,129,99,18,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000071.png,1:2,12,leader_note,scale,278,87,30,12,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000072.png,501:919,501919,leader_note,coordinate,140,62,84,17,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000073.png,888.1,8881,table_callout,one_decimal,107,119,80,17,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000074.png,408,408,horizontal_dimension,plain_mm,146,119,33,14,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000075.png,2026/11/08,20261108,title_block,date,185,137,170,21,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000076.png,705.5,7055,title_block,one_decimal,174,113,59,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000077.png,2025/11/03,20251103,horizontal_dimension,date,165,122,86,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000078.png,800.5,8005,title_block,one_decimal,197,119,72,20,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000079.png,102.3,1023,title_block,one_decimal,184,153,70,15,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000080.png,"96,385",96385,title_block,mass,174,151,65,19,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000081.png,"51,789",51789,leader_note,mass,101,25,102,23,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000082.png,523,523,table_callout,plain_mm,50,112,45,19,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000083.png,116.37,11637,horizontal_dimension,two_decimal,112,95,108,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000084.png,65-4056,654056,leader_note,drawing_no,135,113,98,15,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000085.png,1:20,120,title_block,scale,188,124,60,16,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000086.png,68.56-01,685601,table_callout,tolerance_range,49,117,104,15,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000087.png,5:10,510,leader_note,scale,207,87,34,13,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000088.png,4/8,48,table_callout,sheet,182,49,30,17,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000089.png,79-6322,796322,leader_note,drawing_no,100,102,112,22,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000090.png,2030/03/12,20300312,title_block,date,184,151,180,24,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000091.png,189.83-08,1898308,horizontal_dimension,tolerance_range,168,133,117,15,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000092.png,"97,969",97969,horizontal_dimension,mass,188,68,61,18,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000093.png,5:50,550,horizontal_dimension,scale,156,119,34,13,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000094.png,2025/06/02,20250602,table_callout,date,203,100,126,19,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000095.png,"91,417",91417,title_block,mass,142,147,60,14,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000096.png,977,977,leader_note,plain_mm,165,21,45,16,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000097.png,197.40-03,1974003,horizontal_dimension,tolerance_range,123,109,115,19,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000098.png,5:2,52,table_callout,scale,217,148,33,17,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000099.png,339:474,339474,title_block,coordinate,198,131,112,22,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000100.png,799:328,799328,title_block,coordinate,158,130,79,15,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000101.png,557.6,5576,leader_note,one_decimal,119,82,49,15,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000102.png,9.57-06,95706,table_callout,tolerance_range,273,20,73,15,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000103.png,643.9,6439,title_block,one_decimal,176,130,54,16,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000104.png,2024/04/14,20240414,table_callout,date,220,98,160,21,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000105.png,"57,905",57905,table_callout,mass,173,136,102,22,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000106.png,2032/10/17,20321017,title_block,date,153,141,120,16,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000107.png,357,357,leader_note,plain_mm,223,62,48,21,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000108.png,253.19,25319,title_block,two_decimal,159,141,88,21,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000109.png,46-1757,461757,horizontal_dimension,drawing_no,210,138,72,14,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000110.png,101.07-05,1010705,horizontal_dimension,tolerance_range,126,92,113,18,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000111.png,2026/07/18,20260718,title_block,date,150,138,130,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000112.png,"79,633",79633,horizontal_dimension,mass,146,132,84,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000113.png,2025/03/05,20250305,title_block,date,176,114,118,17,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000114.png,30.1,301,title_block,one_decimal,179,129,56,15,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000115.png,382.50,38250,title_block,two_decimal,170,127,76,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000116.png,8/3,83,leader_note,sheet,159,37,38,20,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000117.png,303:479,303479,leader_note,coordinate,173,92,96,20,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000118.png,83-5034,835034,leader_note,drawing_no,116,100,86,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000119.png,64.24,6424,leader_note,two_decimal,129,94,85,18,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000120.png,"67,549",67549,table_callout,mass,165,56,93,26,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000121.png,115.34,11534,table_callout,two_decimal,147,126,90,18,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000122.png,4/8,48,title_block,sheet,183,150,30,15,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000123.png,30.43-05,304305,title_block,tolerance_range,166,107,92,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000124.png,214.77,21477,table_callout,two_decimal,161,115,96,19,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000125.png,278.46,27846,leader_note,two_decimal,130,18,81,20,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000126.png,79-5353,795353,leader_note,drawing_no,272,31,84,14,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000127.png,97-8587,978587,leader_note,drawing_no,206,74,95,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000128.png,"27,034",27034,leader_note,mass,164,103,102,24,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000129.png,297,297,title_block,plain_mm,142,135,45,20,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000130.png,2:10,210,horizontal_dimension,scale,188,112,72,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000131.png,615:823,615823,title_block,coordinate,207,128,77,13,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000132.png,2:10,210,leader_note,scale,228,52,64,16,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000133.png,3/3,33,title_block,sheet,184,120,41,27,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000134.png,365.6,3656,table_callout,one_decimal,208,74,50,12,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000135.png,313.57,31357,table_callout,two_decimal,35,98,77,18,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000136.png,30-9471,309471,horizontal_dimension,drawing_no,114,104,91,15,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000137.png,65-7572,657572,table_callout,drawing_no,123,71,112,16,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000138.png,78-2378,782378,table_callout,drawing_no,234,65,73,15,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000139.png,240:550,240550,table_callout,coordinate,261,108,119,19,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000140.png,7/10,710,table_callout,sheet,155,55,35,13,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000141.png,6.55-07,65507,table_callout,tolerance_range,268,95,112,19,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000142.png,2028/12/06,20281206,table_callout,date,119,73,126,19,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000143.png,2026/04/05,20260405,table_callout,date,207,71,140,21,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000144.png,98-2109,982109,table_callout,drawing_no,52,51,86,17,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000145.png,3/12,312,leader_note,sheet,105,38,48,17,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000146.png,53.19-04,531904,table_callout,tolerance_range,247,46,100,18,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000147.png,5:50,550,horizontal_dimension,scale,133,106,68,17,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000148.png,51.20,5120,leader_note,two_decimal,194,107,39,13,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000149.png,41:124,41124,horizontal_dimension,coordinate,159,93,95,22,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000150.png,531,531,table_callout,plain_mm,196,141,39,15,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000151.png,34.05,3405,leader_note,two_decimal,164,68,49,14,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000152.png,5:2,52,leader_note,scale,175,66,48,16,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000153.png,102.07-02,1020702,table_callout,tolerance_range,51,115,106,17,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000154.png,5:20,520,title_block,scale,174,148,68,18,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000155.png,257.78,25778,leader_note,two_decimal,176,37,70,17,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000156.png,"57,845",57845,table_callout,mass,90,45,60,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000157.png,10:2,102,title_block,scale,163,142,37,14,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000158.png,394.25,39425,title_block,two_decimal,144,141,73,18,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000159.png,26.84-08,268408,table_callout,tolerance_range,112,110,85,16,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000160.png,1/6,16,table_callout,sheet,269,45,32,24,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000161.png,161.32-01,1613201,table_callout,tolerance_range,256,39,90,12,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000162.png,3/5,35,leader_note,sheet,189,63,45,22,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000163.png,2026/09/08,20260908,leader_note,date,121,51,136,20,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000164.png,2025/08/19,20250819,table_callout,date,255,67,120,15,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000165.png,940,940,title_block,plain_mm,154,119,48,19,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000166.png,571,571,horizontal_dimension,plain_mm,194,98,33,12,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000167.png,"24,827",24827,title_block,mass,148,147,60,14,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000168.png,"74,431",74431,title_block,mass,167,132,84,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000169.png,2028/10/23,20281023,table_callout,date,20,101,140,19,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000170.png,189.89-05,1898905,title_block,tolerance_range,183,134,105,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000171.png,941,941,leader_note,plain_mm,219,101,30,13,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000172.png,66.35-07,663507,leader_note,tolerance_range,125,127,112,15,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000173.png,49.46,4946,table_callout,two_decimal,154,25,85,18,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000174.png,1:1,11,title_block,scale,199,132,39,15,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000175.png,942,942,title_block,plain_mm,194,148,39,15,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000176.png,"41,158",41158,title_block,mass,184,141,84,21,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000177.png,7/6,76,leader_note,sheet,219,109,42,22,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000178.png,2027/05/15,20270515,leader_note,date,230,61,150,24,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000179.png,466.9,4669,title_block,one_decimal,162,120,66,19,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000180.png,869:833,869833,table_callout,coordinate,251,110,106,21,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000181.png,363:813,363813,title_block,coordinate,198,127,102,21,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000182.png,26-6835,266835,leader_note,drawing_no,144,108,98,15,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000183.png,2/4,24,leader_note,sheet,104,102,51,21,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000184.png,2/6,26,horizontal_dimension,sheet,196,114,27,15,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000185.png,2025/11/25,20251125,horizontal_dimension,date,98,94,170,24,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000186.png,75-2596,752596,table_callout,drawing_no,160,116,77,11,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000187.png,732.1,7321,table_callout,one_decimal,213,61,76,22,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000188.png,43.00-01,430001,horizontal_dimension,tolerance_range,111,120,128,16,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000189.png,584:486,584486,table_callout,coordinate,276,98,96,20,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000190.png,673.7,6737,table_callout,one_decimal,268,50,50,12,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000191.png,115:209,115209,title_block,coordinate,153,150,66,13,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000192.png,2:10,210,title_block,scale,192,133,44,20,384,192,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000193.png,"23,515",23515,horizontal_dimension,mass,164,118,60,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000194.png,398.51,39851,leader_note,two_decimal,201,77,90,18,384,192,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000195.png,48,48,leader_note,plain_mm,237,81,22,12,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000196.png,181.31,18131,horizontal_dimension,two_decimal,174,126,60,14,384,192,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000197.png,5:50,550,table_callout,scale,36,125,41,16,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000198.png,953.4,9534,title_block,one_decimal,189,147,54,16,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000199.png,44:757,44757,leader_note,coordinate,162,94,78,13,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000200.png,2031/12/16,20311216,title_block,date,175,124,170,21,384,192,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000201.png,626:40,62640,title_block,coordinate,158,110,66,12,384,192,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000202.png,2030/09/13,20300913,horizontal_dimension,date,83,79,142,22,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000203.png,9/5,95,horizontal_dimension,sheet,184,124,33,19,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
train/000204.png,187.32,18732,leader_note,two_decimal,142,58,96,19,384,192,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000205.png,157.00,15700,horizontal_dimension,two_decimal,177,126,71,17,384,192,C:\Windows\Fonts\arialbd.ttf,windows-surrogate,train
train/000206.png,111.65-01,1116501,leader_note,tolerance_range,243,83,89,14,384,192,C:\Windows\Fonts\segoeui.ttf,windows-surrogate,train
