file,label,normalized_digits,font,font_source,split
train/000086.png,"855,041",855041,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000087.png,2035/08/14,20350814,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000088.png,17:47,1747,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000089.png,"454,090",454090,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000090.png,147.97,14797,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000091.png,67409132,67409132,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000092.png,20280126,20280126,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000093.png,5,5,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000094.png,20230907,20230907,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000095.png,105-113,105113,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000096.png,"¥785,528",785528,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000097.png,"￥586,837",586837,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000098.png,20210223,20210223,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000099.png,2029/02/21,20290221,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000100.png,2022/02/12,20220212,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000101.png,18:11,1811,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000102.png,149.72,14972,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000103.png,20230123,20230123,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000104.png,"￥379,171",379171,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000105.png,2030/07/05,20300705,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000106.png,2026/06/23,20260623,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000107.png,599-894,599894,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000108.png,"497,312",497312,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000109.png,44237968,44237968,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000110.png,"¥703,855",703855,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000111.png,"278,718",278718,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000112.png,2023/09/20,20230920,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000113.png,909.46,90946,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000114.png,15:35,1535,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000115.png,621-158,621158,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000116.png,26-7725,267725,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000117.png,0973,0973,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000118.png,06:15,0615,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000119.png,409-334,409334,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000120.png,974725,974725,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000121.png,"¥961,534",961534,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000122.png,84-2490,842490,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000123.png,678.78,67878,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000124.png,331.52,33152,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000125.png,"￥253,952",253952,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000126.png,"¥150,955",150955,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000127.png,35-0348,350348,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000128.png,124.94,12494,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000129.png,"374,577",374577,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000130.png,109.68,10968,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000131.png,821-083,821083,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000132.png,447.35,44735,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000133.png,800-200,800200,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000134.png,09:42,0942,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000135.png,631.82,63182,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000136.png,20331016,20331016,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000137.png,22:42,2242,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000138.png,20201224,20201224,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000139.png,920.48,92048,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000140.png,"673,004",673004,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000141.png,"￥912,906",912906,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000142.png,05:44,0544,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000143.png,72696845,72696845,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000144.png,2030/07/02,20300702,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000145.png,20270919,20270919,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000146.png,3,3,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000147.png,72-7733,727733,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000148.png,63-2021,632021,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000149.png,20201021,20201021,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000150.png,586.08,58608,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000151.png,865.65,86565,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000152.png,"¥190,714",190714,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000153.png,793-452,793452,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000154.png,375-292,375292,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000155.png,20320813,20320813,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000156.png,20280903,20280903,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000157.png,"661,900",661900,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000158.png,5334,5334,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000159.png,11:21,1121,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000160.png,604-276,604276,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000161.png,337.96,33796,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000162.png,855.43,85543,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000163.png,806.55,80655,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000164.png,731-320,731320,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000165.png,32-3945,323945,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000166.png,909.02,90902,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000167.png,"¥310,168",310168,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000168.png,"184,186",184186,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000169.png,"¥468,096",468096,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000170.png,196.65,19665,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000171.png,830-489,830489,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000172.png,07:14,0714,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000173.png,05:23,0523,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000174.png,"699,770",699770,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000175.png,18:47,1847,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000176.png,"242,532",242532,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000177.png,833.86,83386,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000178.png,"451,425",451425,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000179.png,58,58,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000180.png,14-0810,140810,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000181.png,20350313,20350313,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000182.png,2023/01/14,20230114,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000183.png,"￥7,939",7939,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000184.png,04-8154,048154,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000185.png,757-591,757591,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000186.png,9,9,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000187.png,46-8584,468584,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000188.png,"￥803,470",803470,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000189.png,3901,3901,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000190.png,20280425,20280425,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000191.png,1,1,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000192.png,"￥674,637",674637,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000193.png,2781417,2781417,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000194.png,27354042,27354042,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000195.png,2028/01/07,20280107,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000196.png,341.55,34155,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000197.png,"84,050",84050,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000198.png,0727,0727,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000199.png,"281,171",281171,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000200.png,257.07,25707,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000201.png,5099357732,5099357732,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000202.png,2032/09/21,20320921,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000203.png,20350305,20350305,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000204.png,147.18,14718,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000205.png,20:33,2033,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000206.png,"￥604,662",604662,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000207.png,03-1160,031160,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000208.png,70-9421,709421,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000209.png,2032/10/25,20321025,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000210.png,8,8,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000211.png,83-3399,833399,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000212.png,5191,5191,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000213.png,"793,259",793259,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000214.png,2033/10/28,20331028,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000215.png,01613842,01613842,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000216.png,2004199,2004199,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000217.png,04:33,0433,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000218.png,"415,520",415520,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000219.png,22-3576,223576,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000220.png,2030/07/05,20300705,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000221.png,692-483,692483,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000222.png,362.56,36256,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000223.png,810346,810346,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000224.png,34-4502,344502,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000225.png,829.01,82901,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000226.png,20310524,20310524,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000227.png,2032/10/23,20321023,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000228.png,2032/09/17,20320917,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000229.png,18:25,1825,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000230.png,23:02,2302,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000231.png,39-9948,399948,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000232.png,709.54,70954,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000233.png,759-614,759614,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000234.png,939-411,939411,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000235.png,2026/10/07,20261007,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000236.png,0578944,0578944,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000237.png,99476910,99476910,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000238.png,01:10,0110,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000239.png,21:31,2131,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000240.png,915.64,91564,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000241.png,"¥878,269",878269,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000242.png,07-0732,070732,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000243.png,20240215,20240215,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000244.png,02:15,0215,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000245.png,48-7129,487129,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000246.png,20301213,20301213,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000247.png,20280524,20280524,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000248.png,83-2571,832571,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000249.png,20240410,20240410,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000250.png,20330525,20330525,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000251.png,"718,839",718839,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000252.png,"333,504",333504,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000253.png,249.24,24924,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000254.png,47-9603,479603,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000255.png,2034/02/14,20340214,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000256.png,75791425,75791425,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000257.png,20280910,20280910,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000258.png,20260412,20260412,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000259.png,2028/02/22,20280222,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000260.png,19:38,1938,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000261.png,91-0220,910220,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000262.png,2020/09/28,20200928,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000263.png,20270126,20270126,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000264.png,2029/08/23,20290823,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000265.png,10:23,1023,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000266.png,"¥406,626",406626,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000267.png,39-3317,393317,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000268.png,2020/07/04,20200704,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000269.png,799-987,799987,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000270.png,20250902,20250902,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000271.png,679.63,67963,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000272.png,"￥180,723",180723,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000273.png,17-0927,170927,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000274.png,"28,608",28608,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000275.png,2035/06/13,20350613,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000276.png,2029/10/14,20291014,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000277.png,02:56,0256,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000278.png,"￥975,107",975107,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000279.png,"¥741,872",741872,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000280.png,21:10,2110,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000281.png,44.68,4468,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000282.png,"15,115",15115,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000283.png,09:55,0955,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000284.png,20240719,20240719,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000285.png,"7,496",7496,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000286.png,"¥337,679",337679,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000287.png,2025/09/16,20250916,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000288.png,"¥996,162",996162,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000289.png,2034/01/15,20340115,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000290.png,775-451,775451,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000291.png,2024/06/25,20240625,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000292.png,"¥868,978",868978,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000293.png,20231125,20231125,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000294.png,"971,155",971155,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000295.png,07:46,0746,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000296.png,"966,399",966399,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000297.png,"￥300,114",300114,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000298.png,28,28,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000299.png,41-3685,413685,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000300.png,12:43,1243,C:\Windows\Fonts\consolab.ttf,windows-surrogate,train
train/000301.png,548540519,548540519,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000302.png,"379,193",379193,C:\Windows\Fonts\cour.ttf,windows-surrogate,train
train/000303.png,"124,867",124867,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000304.png,23:07,2307,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000305.png,"￥736,538",736538,C:\Windows\Fonts\consola.ttf,windows-surrogate,train
train/000306.png,71.23,7123,C:\Windows\Fonts\bahnschrift.ttf,windows-surrogate,train
train/000307.png,03:11,0311,C:\Windows\Fonts\arial.ttf,windows-surrogate,train
train/000308.png,462.17,46217,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
train/000309.png,"233,439",233439,C:\Windows\Fonts\courbd.ttf,windows-surrogate,train
